player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_jersey_number,club_loaned_from,club_contract_valid_until,nationality_id,nationality_name,preferred_foot,release_clause_eur
2968,Elias Kachunga,Ingolstadt,189,"['Right Wing', 'Right Center Forward', 'Left Wing', 'Center Forward', 'Left Center Midfield']",10,70,76,1900000.0,20000.0,23,1992-04-22,178,74,25.0,,2019.0,21,Germany,Right,
3016,Allan Saint-Maximin,Hannover 96,178,"['Center Attacking Midfield', 'Right Center Forward', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Wing', 'Right Wing Back', 'Center Forward', 'Left Center Forward']",16,64,81,850000.0,2000.0,18,1997-03-12,173,67,14.0,AS Monaco,2016.0,18,France,Right,
3053,Leroy Sané,Schalke 04,181,"['Left Wing', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Left Center Midfield', 'Left Wing Back', 'Right Center Midfield', 'Right Wing Back', 'Right Center Forward', 'Left Attacking Midfield', 'Right Attacking Midfield', 'Center Attacking Midfield']",33,70,83,2300000.0,25000.0,19,1996-01-11,183,75,19.0,,2019.0,21,Germany,Left,
3058,Javier Hernández Balcázar,Bayer Leverkusen,904,"['Center Attacking Midfield', 'Right Center Forward', 'Center Forward', 'Left Center Forward']",28,80,80,15000000.0,110000.0,27,1988-06-01,175,71,7.0,,2018.0,83,Mexico,Right,
3097,Pascal Groß,Ingolstadt,189,"['Right Center Midfield', 'Right Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Center Midfield', 'Center Forward', 'Right Defensive Midfield', 'Left Center Forward']",32,75,78,5000000.0,35000.0,24,1991-06-15,181,76,10.0,,2016.0,21,Germany,Right,
3164,Marcelo Antônio Guedes Filho,Hannover 96,178,"['Right Center Back', 'Center Back']",19,75,75,3200000.0,40000.0,28,1987-05-20,191,80,25.0,,2018.0,54,Brazil,Right,
3221,Markus Suttner,Ingolstadt,189,['Left Back'],18,69,69,775000.0,10000.0,28,1987-04-16,179,73,29.0,,2018.0,4,Austria,Left,
3275,Henrikh Mkhitaryan,Borussia Dortmund,180,"['Left Wing', 'Right Wing', 'Left Center Forward', 'Center Attacking Midfield', 'Right Midfield', 'Left Midfield', 'Left Wing Back', 'Right Center Midfield', 'Left Center Back', 'Right Wing Back', 'Left Center Midfield']",31,81,83,19500000.0,110000.0,26,1989-01-21,177,75,10.0,,2017.0,3,Armenia,Right,
3499,Jean-Eric Maxim Choupo-Moting,Schalke 04,181,"['Right Midfield', 'Right Wing', 'Left Center Forward', 'Left Wing', 'Left Midfield', 'Right Center Midfield', 'Right Wing Back', 'Right Center Forward', 'Right Attacking Midfield', 'Left Wing Back', 'Left Defensive Midfield', 'Center Forward']",28,78,80,10500000.0,100000.0,26,1989-03-23,191,91,13.0,,2017.0,103,Cameroon,Right,
3500,Granit Xhaka,Borussia Mönchengladbach,185,"['Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield']",28,81,85,21500000.0,80000.0,22,1992-09-27,185,82,34.0,,2019.0,47,Switzerland,Left,
3502,Joël Andre Job Matip,Schalke 04,181,"['Right Center Back', 'Center Back', 'Left Center Back', 'Left Center Forward']",34,80,83,15500000.0,90000.0,23,1991-08-08,195,90,32.0,,2016.0,103,Cameroon,Right,
3510,Sead Kolašinac,Schalke 04,181,"['Left Back', 'Left Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Back', 'Left Wing', 'Left Wing Back']",23,75,80,4600000.0,50000.0,22,1993-06-20,183,85,6.0,,2017.0,8,Bosnia and Herzegovina,Left,
3545,Luiz Gustavo Dias,Wolfsburg,179,"['Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield']",22,83,83,19000000.0,150000.0,27,1987-07-23,187,80,22.0,,2018.0,54,Brazil,Left,
3570,Pierre-Emile Højbjerg,Schalke 04,181,"['Left Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Center Back', 'Center Attacking Midfield', 'Center Defensive Midfield']",23,73,82,3900000.0,45000.0,19,1995-08-05,185,84,23.0,FC Bayern München,2016.0,13,Denmark,Right,
3630,Loris Karius,FSV Mainz 05,177,['Goalkeeper'],34,78,84,10000000.0,40000.0,22,1993-06-22,190,87,1.0,,2018.0,21,Germany,Right,
3712,Pierre-Emerick Aubameyang,Borussia Dortmund,180,"['Center Forward', 'Right Wing', 'Left Center Forward', 'Right Center Forward', 'Right Defensive Midfield']",31,82,84,24500000.0,150000.0,26,1989-06-18,187,80,17.0,,2020.0,115,Gabon,Right,
3959,Andreas Christensen,Borussia Mönchengladbach,185,"['Left Center Back', 'Right Center Back', 'Center Back', 'Right Back', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield']",31,63,76,525000.0,4000.0,19,1996-04-10,188,74,3.0,,2020.0,13,Denmark,Right,
4174,Ragnar Klavan,Augsburg,172,['Left Center Back'],31,77,77,5000000.0,45000.0,29,1985-10-30,187,85,5.0,,2017.0,208,Estonia,Left,
4279,Konstantinos Stafylidis,Augsburg,172,"['Left Back', 'Left Defensive Midfield', 'Left Wing Back']",11,71,79,2100000.0,20000.0,21,1993-12-02,178,73,3.0,,2017.0,22,Greece,Left,
4430,Neven Subotić,Borussia Dortmund,180,['Right Center Back'],6,80,82,14000000.0,110000.0,26,1988-12-10,191,83,4.0,,2018.0,51,Serbia,Right,
4600,Diego Orlando Benaglio,Wolfsburg,179,['Goalkeeper'],21,81,81,13000000.0,100000.0,31,1983-09-08,194,89,1.0,,2016.0,47,Switzerland,Right,
4683,Adam Hloušek,VfB Stuttgart,174,"['Left Center Back', 'Right Center Midfield', 'Left Center Forward', 'Left Wing']",7,70,72,1300000.0,25000.0,26,1988-12-20,188,76,21.0,,2018.0,12,Czech Republic,Left,
5208,Thiago Alcântara do Nascimento,Bayern Munich,169,"['Center Defensive Midfield', 'Right Wing Back', 'Left Center Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Right Defensive Midfield', 'Center Attacking Midfield']",27,83,87,30000000.0,130000.0,24,1991-04-11,174,70,6.0,,2019.0,45,Spain,Right,
5244,Medhi Amine El Mouttaqi Benatia,Bayern Munich,169,"['Left Center Back', 'Right Center Back', 'Center Back']",14,84,84,23000000.0,180000.0,28,1987-04-17,190,92,5.0,,2019.0,129,Morocco,Right,
5467,Leon Aderemi Balogun,FSV Mainz 05,177,"['Right Center Forward', 'Right Back', 'Right Center Back', 'Center Forward', 'Left Center Back']",21,69,70,925000.0,10000.0,27,1988-06-28,190,88,3.0,,2018.0,133,Nigeria,Right,
5481,Mathew Leckie,Ingolstadt,189,"['Left Wing', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Right Wing', 'Right Center Forward', 'Left Center Forward', 'Right Center Midfield', 'Left Center Midfield']",32,73,76,3700000.0,35000.0,24,1991-02-04,181,82,7.0,,2017.0,195,Australia,Right,
5537,Fabian Lukas Schär,Hoffenheim,175,"['Right Center Back', 'Center Back', 'Left Center Forward', 'Left Center Back', 'Right Defensive Midfield', 'Center Defensive Midfield']",24,78,85,10500000.0,50000.0,23,1991-12-20,186,85,5.0,,2019.0,47,Switzerland,Right,
5543,Haris Seferović,Eintracht Frankfurt,184,"['Right Center Forward', 'Center Forward', 'Left Center Forward', 'Left Midfield', 'Right Wing', 'Center Defensive Midfield', 'Left Wing']",29,77,81,9500000.0,50000.0,23,1992-02-22,185,85,9.0,,2017.0,47,Switzerland,Left,
5544,Ricardo Iván Rodríguez Araya,Wolfsburg,179,['Left Back'],24,83,87,25500000.0,110000.0,22,1992-08-25,181,77,34.0,,2019.0,47,Switzerland,Left,
5548,Steven Zuber,Hoffenheim,175,"['Center Attacking Midfield', 'Right Center Forward', 'Left Attacking Midfield', 'Left Midfield', 'Right Center Midfield', 'Right Midfield', 'Left Wing', 'Center Forward', 'Right Center Back', 'Left Wing Back']",12,73,77,3700000.0,35000.0,23,1991-08-17,181,79,17.0,,2018.0,47,Switzerland,Right,
5550,Yann Sommer,Borussia Mönchengladbach,185,['Goalkeeper'],32,82,84,20000000.0,120000.0,26,1988-12-17,183,79,1.0,,2019.0,47,Switzerland,Right,
5555,Julian Brandt,Bayer Leverkusen,904,"['Left Midfield', 'Left Wing', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Left Wing Back', 'Center Attacking Midfield', 'Left Center Forward']",29,74,88,7000000.0,35000.0,19,1996-05-02,185,82,19.0,,2019.0,21,Germany,Right,
5557,Timo Werner,VfB Stuttgart,174,"['Right Wing Back', 'Left Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Right Midfield', 'Right Wing']",33,72,84,3400000.0,15000.0,19,1996-03-06,180,75,19.0,,2018.0,21,Germany,Right,
5559,Marco Reus,Borussia Dortmund,180,"['Right Wing', 'Left Wing', 'Center Forward', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Center Forward']",26,86,88,45500000.0,210000.0,26,1989-05-31,180,75,11.0,,2019.0,21,Germany,Right,
5562,Thomas Müller,Bayern Munich,169,"['Right Center Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Wing Back', 'Right Wing', 'Right Midfield', 'Left Center Midfield', 'Right Attacking Midfield', 'Left Wing', 'Right Center Forward', 'Left Center Forward']",31,86,88,47500000.0,210000.0,25,1989-09-13,186,75,25.0,,2019.0,21,Germany,Right,
5569,Marvin Plattenhardt,Hertha Berlin,173,"['Left Back', 'Left Wing Back']",33,74,78,3700000.0,35000.0,23,1992-01-26,181,76,21.0,,2017.0,21,Germany,Left,
5570,Manuel Neuer,Bayern Munich,169,['Goalkeeper'],34,90,90,58000000.0,250000.0,29,1986-03-27,193,92,1.0,,2019.0,21,Germany,Right,
5572,Mats Hummels,Borussia Dortmund,180,"['Left Center Back', 'Right Defensive Midfield']",30,86,88,39000000.0,220000.0,26,1988-12-16,191,92,15.0,,2017.0,21,Germany,Right,
5578,Jérôme Boateng,Bayern Munich,169,"['Right Center Back', 'Center Back', 'Left Center Back', 'Right Center Midfield']",19,87,89,45000000.0,220000.0,26,1988-09-03,192,90,17.0,,2018.0,21,Germany,Right,
5579,Joshua Kimmich,Bayern Munich,169,"['Center Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Back', 'Right Back', 'Right Center Back', 'Left Center Back']",22,70,82,2400000.0,25000.0,20,1995-02-08,176,70,32.0,,2020.0,21,Germany,Right,
5591,Filip Kostić,VfB Stuttgart,174,"['Left Midfield', 'Left Wing Back', 'Right Midfield', 'Left Center Midfield', 'Left Center Forward', 'Left Wing']",30,77,83,9500000.0,40000.0,22,1992-11-01,184,82,18.0,,2019.0,51,Serbia,Left,
5624,Albin Ekdal,Hamburger SV,171,"['Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield']",14,75,78,5000000.0,35000.0,25,1989-07-28,186,82,20.0,,2019.0,46,Sweden,Right,
5632,Thorgan Hazard,Borussia Mönchengladbach,185,"['Left Center Forward', 'Right Center Forward', 'Left Midfield', 'Right Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Right Wing', 'Right Center Midfield', 'Left Wing', 'Left Wing Back', 'Center Forward']",29,78,83,11000000.0,60000.0,22,1993-03-29,174,69,10.0,,2019.0,7,Belgium,Right,
5658,Łukasz Piszczek,Borussia Dortmund,180,"['Right Back', 'Center Forward', 'Left Back', 'Right Wing Back', 'Right Center Back']",20,81,81,11500000.0,100000.0,30,1985-06-03,184,79,26.0,,2017.0,37,Poland,Right,
5664,Salif Sané,Hannover 96,178,"['Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Center Back', 'Left Center Back']",31,77,80,7500000.0,50000.0,24,1990-08-25,196,85,5.0,,2018.0,136,Senegal,Right,
5668,Robert Lewandowski,Bayern Munich,169,"['Center Forward', 'Left Center Forward', 'Right Center Forward']",32,87,89,55000000.0,230000.0,26,1988-08-21,185,79,9.0,,2019.0,37,Poland,Right,
5837,Douglas Costa de Souza,Bayern Munich,169,"['Left Midfield', 'Right Midfield', 'Left Wing Back', 'Left Wing', 'Right Wing Back', 'Right Wing', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Center Forward']",27,81,85,21500000.0,100000.0,24,1990-09-14,172,65,11.0,,2020.0,54,Brazil,Left,
6039,Sebastian Rudy,Hoffenheim,175,"['Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Center Midfield', 'Right Wing Back', 'Right Back']",24,77,80,8500000.0,50000.0,25,1990-02-28,179,73,6.0,,2017.0,21,Germany,Right,
6040,Jonas Hector,FC Köln,186,"['Left Back', 'Left Wing Back', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Back', 'Center Attacking Midfield', 'Left Center Midfield']",32,77,81,7500000.0,50000.0,25,1990-05-27,185,75,14.0,,2018.0,21,Germany,Left,
6309,Tin Jedvaj,Bayer Leverkusen,904,"['Left Defensive Midfield', 'Right Back', 'Right Center Back']",15,75,86,5500000.0,35000.0,19,1995-11-28,184,83,16.0,,2020.0,10,Croatia,Right,
6321,Milos Veljkovic,Werder Bremen,176,"['Left Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",3,67,72,800000.0,9000.0,25,1990-06-09,196,90,15.0,,2016.0,10,Croatia,Right,
6322,Niklas Süle,Hoffenheim,175,"['Left Center Back', 'Center Back', 'Right Center Back']",33,78,88,10500000.0,35000.0,19,1995-09-03,195,93,25.0,,2019.0,21,Germany,Right,
6324,Leon Goretzka,Schalke 04,181,"['Left Defensive Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Wing', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Wing Back', 'Left Center Back']",25,74,84,5500000.0,45000.0,20,1995-02-06,189,79,8.0,,2018.0,21,Germany,Right,
6330,Adnan Januzaj,Borussia Dortmund,180,"['Right Wing', 'Left Wing', 'Center Forward', 'Right Midfield']",6,75,86,7000000.0,45000.0,20,1995-02-05,182,75,9.0,Manchester United,2016.0,7,Belgium,Left,
6339,Gotoku Sakai,Hamburger SV,171,"['Left Back', 'Right Back']",22,72,72,1700000.0,25000.0,28,1987-01-26,185,84,40.0,,2016.0,51,Serbia,Right,
6359,Johan Danon Djourou-Gbadjere,Hamburger SV,171,['Right Center Back'],26,76,76,4100000.0,60000.0,28,1987-01-18,191,87,5.0,,2016.0,47,Switzerland,Right,
6717,Johannes Geis,Schalke 04,181,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield']",28,79,86,12500000.0,80000.0,21,1993-08-17,181,81,5.0,,2019.0,21,Germany,Right,
6924,Alejandro Gálvez Jimena,Werder Bremen,176,"['Left Center Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Center Back', 'Center Back', 'Right Center Midfield']",21,76,79,5500000.0,60000.0,26,1989-06-06,190,79,4.0,,2017.0,45,Spain,Right,
6925,Jairo Samperio Bustara,FSV Mainz 05,177,"['Left Wing', 'Left Midfield', 'Right Center Forward', 'Right Wing', 'Center Forward', 'Left Wing Back', 'Right Midfield', 'Right Wing Back', 'Left Attacking Midfield', 'Center Attacking Midfield']",31,74,80,4600000.0,30000.0,21,1993-07-11,172,69,17.0,,2018.0,45,Spain,Right,
7016,Benedikt Höwedes,Schalke 04,181,"['Center Defensive Midfield', 'Right Center Back', 'Center Back', 'Left Center Back', 'Left Center Forward', 'Right Back']",15,83,84,21500000.0,150000.0,27,1988-02-29,187,82,4.0,,2017.0,21,Germany,Right,
7039,Hakan Çalhanoğlu,Bayer Leverkusen,904,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Wing', 'Left Midfield', 'Left Center Forward', 'Right Midfield', 'Left Defensive Midfield', 'Right Wing Back', 'Right Attacking Midfield', 'Center Forward', 'Right Center Forward', 'Left Center Midfield']",31,79,84,14000000.0,80000.0,21,1994-02-08,178,76,10.0,,2019.0,48,Turkey,Right,
7594,Mart Ristl,VfB Stuttgart,174,"['Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",3,58,74,230000.0,2000.0,18,1996-07-07,180,74,27.0,,2018.0,21,Germany,Right,
7846,Luc Castaignos,Eintracht Frankfurt,184,"['Left Center Forward', 'Left Midfield', 'Center Forward', 'Right Center Forward', 'Left Wing']",19,75,80,5500000.0,35000.0,22,1992-09-27,188,78,30.0,,2018.0,34,Netherlands,Right,
7852,Tim Matavž,Augsburg,172,"['Center Forward', 'Right Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield']",11,72,75,2700000.0,30000.0,26,1989-01-13,188,81,23.0,,2019.0,44,Slovenia,Right,
8060,Klaas-Jan Huntelaar,Schalke 04,181,"['Left Center Forward', 'Center Forward', 'Right Center Forward', 'Center Attacking Midfield']",31,82,82,17500000.0,140000.0,31,1983-08-12,186,83,25.0,,2017.0,34,Netherlands,Right,
8206,Arturo Erasmo Vidal Pardo,Bayern Munich,169,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Back', 'Left Midfield']",30,86,86,37500000.0,220000.0,28,1987-05-22,180,75,23.0,,2019.0,55,Chile,Right,
8207,Dominik Kohr,Augsburg,172,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Wing Back', 'Right Back']",31,72,77,2400000.0,20000.0,21,1994-01-31,183,75,21.0,,2019.0,21,Germany,Right,
8208,Sven Ulreich,Bayern Munich,169,['Goalkeeper'],1,77,79,7000000.0,90000.0,26,1988-08-03,192,84,26.0,,2018.0,21,Germany,Right,
8209,Márcio Rafael Ferreira de Souza,Bayern Munich,169,"['Right Back', 'Right Center Back', 'Left Back', 'Left Center Back', 'Right Wing Back']",25,78,78,6000000.0,80000.0,29,1985-09-07,172,68,13.0,,2017.0,54,Brazil,Right,
8210,Charles Mariano Aránguiz Sandoval,Bayer Leverkusen,904,"['Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield']",7,78,81,10000000.0,80000.0,26,1989-04-17,171,70,20.0,,2020.0,55,Chile,Right,
8211,Benjamin Henrichs,Bayer Leverkusen,904,"['Center Attacking Midfield', 'Left Wing', 'Right Back', 'Left Back']",9,58,75,250000.0,2000.0,18,1997-02-23,182,78,39.0,,2021.0,21,Germany,Right,
8212,Wendell Nascimento Borges,Bayer Leverkusen,904,"['Left Back', 'Right Back']",28,77,85,9000000.0,60000.0,21,1993-07-20,176,66,18.0,,2019.0,54,Brazil,Left,
8213,Karim Bellarabi,Bayer Leverkusen,904,"['Right Wing', 'Right Midfield', 'Left Midfield', 'Left Center Forward', 'Right Center Forward', 'Left Wing']",33,83,85,27500000.0,110000.0,25,1990-04-08,183,80,38.0,,2020.0,21,Germany,Right,
8215,Kevin Volland,Hoffenheim,175,"['Left Center Forward', 'Right Center Forward', 'Right Wing Back', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Center Forward', 'Right Center Midfield', 'Left Midfield', 'Left Wing', 'Left Wing Back', 'Left Attacking Midfield']",33,80,85,19000000.0,50000.0,22,1992-07-30,179,82,31.0,,2019.0,21,Germany,Left,
8216,Sven Bender,Borussia Dortmund,180,"['Center Defensive Midfield', 'Center Attacking Midfield', 'Right Center Back', 'Left Defensive Midfield', 'Left Center Back', 'Center Back', 'Right Back']",19,80,81,13500000.0,110000.0,26,1989-04-27,186,80,6.0,,2017.0,21,Germany,Right,
8217,Kingsley Coman,Bayern Munich,169,"['Right Center Midfield', 'Left Wing Back', 'Right Wing Back', 'Right Wing', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Center Forward']",23,69,79,1500000.0,15000.0,19,1996-06-13,178,71,29.0,Juventus,2017.0,18,France,Right,
8218,Arjen Robben,Bayern Munich,169,"['Right Midfield', 'Right Wing Back', 'Right Center Midfield', 'Left Center Midfield', 'Right Wing']",15,90,90,56000000.0,250000.0,31,1984-01-23,180,80,10.0,,2017.0,34,Netherlands,Left,
8219,Admir Mehmedi,Bayer Leverkusen,904,"['Left Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Wing']",28,77,82,9500000.0,70000.0,24,1991-03-16,183,80,14.0,,2019.0,47,Switzerland,Right,
8220,David Olatukunbo Alaba,Bayern Munich,169,"['Left Back', 'Left Center Back', 'Center Back']",30,85,88,35500000.0,160000.0,23,1992-06-24,180,76,27.0,,2018.0,4,Austria,Left,
8221,Jonathan Tah,Bayer Leverkusen,904,['Right Center Back'],29,73,86,4500000.0,35000.0,19,1996-02-11,194,98,4.0,,2020.0,21,Germany,Right,
8222,Kevin Kampl,Bayer Leverkusen,904,"['Right Wing', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield']",23,77,81,9000000.0,60000.0,24,1990-10-09,178,65,44.0,,2020.0,44,Slovenia,Right,
8223,Franck Bilal Ribéry,Bayern Munich,169,"['Left Wing', 'Left Midfield', 'Left Center Midfield', 'Left Attacking Midfield', 'Right Wing']",13,87,87,34000000.0,190000.0,32,1983-04-07,170,72,7.0,,2017.0,18,France,Right,
8225,Roman Bürki,Borussia Dortmund,180,['Goalkeeper'],33,80,84,16000000.0,90000.0,24,1990-11-14,187,85,38.0,,2019.0,47,Switzerland,Right,
8227,Mario Götze,Bayern Munich,169,"['Left Midfield', 'Center Attacking Midfield', 'Right Wing Back', 'Right Center Midfield', 'Center Forward', 'Left Wing', 'Right Wing', 'Left Center Midfield', 'Right Attacking Midfield', 'Right Defensive Midfield', 'Right Midfield']",14,84,88,38000000.0,170000.0,23,1992-06-03,176,72,19.0,,2017.0,21,Germany,Right,
8230,Josuha Guilavogui,Wolfsburg,179,"['Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Back']",30,78,81,9000000.0,80000.0,24,1990-09-19,188,77,23.0,Atlético de Madrid,2016.0,18,France,Right,
8231,Yannick Gerhardt,FC Köln,186,"['Left Center Midfield', 'Left Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Attacking Midfield', 'Left Wing Back']",29,72,81,3200000.0,20000.0,21,1994-03-13,184,81,31.0,,2018.0,21,Germany,Left,
8232,Nuri Şahin,Borussia Dortmund,180,"['Left Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield']",9,81,83,19500000.0,120000.0,26,1988-09-05,180,73,18.0,,2018.0,48,Turkey,Left,
8233,Gonzalo Castro Randon,Borussia Dortmund,180,"['Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Wing', 'Center Attacking Midfield']",25,81,81,16000000.0,110000.0,28,1987-06-11,172,74,27.0,,2019.0,21,Germany,Right,
8235,Maximilian Arnold,Wolfsburg,179,"['Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Center Forward', 'Left Midfield']",31,77,84,9500000.0,70000.0,21,1994-05-27,184,74,27.0,,2017.0,21,Germany,Left,
8237,Paul Verhaegh,Augsburg,172,"['Right Back', 'Right Wing Back']",25,77,77,4400000.0,50000.0,31,1983-09-01,178,74,2.0,,2018.0,34,Netherlands,Right,
8238,Mahmoud Dahoud,Borussia Mönchengladbach,185,"['Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield']",32,60,76,350000.0,3000.0,19,1996-01-01,177,67,8.0,,2018.0,21,Germany,Right,
8239,Robin Knoche,Wolfsburg,179,"['Left Center Back', 'Right Defensive Midfield', 'Right Center Back']",11,76,80,6000000.0,80000.0,23,1992-05-22,190,77,31.0,,2017.0,21,Germany,Right,
