,main_position,player_id,player_name,team,team_id,minutes_played,dribbles_completed_per90,dribble_success_rate,crosses_completed_per90,key_passes_per90,ball_recoveries_per90,pressures_per90,fouls_won_per90,goal_assists_per90,progressive_carries_per90,goals_scored_per90,goals_minus_xg_per90,progressive_carries_rate,chances_created_per90
1156,Left Wing,7456,Diego Perotti,AS Roma,229,2622,70.35175879396985,94.47236180904522,93.96984924623115,87.43718592964824,40.45226130653266,85.42713567839196,69.09547738693468,92.46231155778895,93.46733668341709,37.437185929648244,46.733668341708544,65.82914572864321,89.69849246231156
1166,Left Wing,7468,Iago Falqué Silva,AS Roma,229,1219,7.035175879396985,80.65326633165829,68.84422110552764,51.507537688442206,12.060301507537687,62.8140703517588,5.025125628140704,54.52261306532663,21.35678391959799,41.45728643216081,68.5929648241206,16.582914572864322,52.26130653266332
1178,Right Wing,7702,Alessio Cerci,Genoa,233,1307,59.54773869346733,12.060301507537687,85.17587939698493,60.050251256281406,39.19597989949749,53.266331658291456,83.66834170854271,50.502512562814076,87.93969849246231,77.38693467336684,26.13065326633166,78.39195979899498,61.55778894472361
1184,Left Wing,7775,Emanuele Giaccherini,Bologna,240,2529,30.65326633165829,24.623115577889447,74.87437185929649,69.34673366834171,24.371859296482413,21.105527638190953,51.507537688442206,5.025125628140704,55.0251256281407,68.34170854271356,90.95477386934674,44.72361809045226,64.07035175879398
1185,Right Wing,7776,Antonio Candreva,Lazio,236,2634,25.628140703517587,17.587939698492463,81.15577889447236,43.21608040201005,45.22613065326633,3.5175879396984926,56.03015075376885,39.949748743718594,72.8643216080402,85.678391959799,23.115577889447238,72.36180904522614,41.70854271356784
1208,Right Wing,8172,Felipe Anderson Pereira Gomes,Lazio,236,1970,90.95477386934674,23.618090452261306,68.84422110552764,36.68341708542713,97.98994974874373,93.96984924623115,81.65829145728644,71.60804020100502,95.47738693467338,82.1608040201005,84.42211055276381,87.93969849246231,41.70854271356784
1211,Right Wing,8184,Marco D''Alessandro,Atalanta,228,1026,84.92462311557789,52.51256281407035,100.0,49.497487437185924,70.85427135678391,71.35678391959799,89.44723618090453,66.08040201005025,90.95477386934674,75.37688442211056,81.90954773869346,84.42211055276381,52.26130653266332
1232,Left Wing,8552,Robin Quaison,Palermo,2256,1310,67.58793969849246,91.95979899497488,71.60804020100502,64.321608040201,33.66834170854271,100.0,46.231155778894475,50.502512562814076,53.517587939698494,13.5678391959799,37.185929648241206,43.21608040201005,66.08040201005025
1242,Left Wing,8793,Oliver Kragl,Frosinone,291,1114,5.778894472361809,7.035175879396985,48.49246231155779,23.366834170854272,20.85427135678392,74.87437185929649,56.78391959798995,5.025125628140704,5.276381909547738,20.603015075376884,42.211055276381906,60.30150753768844,16.08040201005025
1256,Right Wing,9898,Aleksandar Tonev,Frosinone,291,1032,23.618090452261306,84.67336683417085,82.41206030150754,22.613065326633166,52.26130653266332,56.78391959798995,3.2663316582914574,31.155778894472363,38.69346733668342,3.2663316582914574,9.547738693467336,53.266331658291456,20.100502512562816
1269,Right Midfield,11339,Paweł Wszołek,Hellas Verona,226,2154,59.54773869346733,97.48743718592965,88.94472361809045,48.743718592964825,64.321608040201,36.18090452261307,25.376884422110553,79.14572864321609,55.778894472361806,3.2663316582914574,19.34673366834171,94.47236180904522,54.020100502512555
1273,Left Midfield,11494,Luca Siligardi,Hellas Verona,226,1597,38.19095477386934,29.145728643216078,77.1356783919598,68.34170854271356,61.55778894472361,81.90954773869346,7.035175879396985,5.025125628140704,50.25125628140703,33.165829145728644,37.185929648241206,79.89949748743719,63.06532663316583
1276,Left Midfield,11502,Antonio Di Gaudio,Carpi,1683,1504,66.33165829145729,56.03015075376885,21.608040201005025,5.025125628140704,38.69346733668342,64.82412060301507,94.22110552763819,66.08040201005025,63.5678391959799,52.26130653266332,37.185929648241206,96.4824120603015,9.547738693467336
1281,Left Midfield,11608,Danilo Soddimo,Frosinone,291,1872,77.88944723618091,21.608040201005025,57.286432160804026,80.40201005025126,100.0,76.38190954773869,75.62814070351759,35.92964824120603,48.24120603015075,7.788944723618091,30.90452261306533,26.633165829145728,77.38693467336684
1285,Right Wing,11729,Luca Rizzo,Bologna,240,1593,20.85427135678392,15.577889447236181,36.18090452261307,8.542713567839195,58.040201005025125,86.18090452261306,30.15075376884422,42.71356783919598,49.74874371859296,3.2663316582914574,11.809045226130653,82.91457286432161,11.557788944723619
1289,Right Wing,12759,Maximiliano Nicol Moralez,Atalanta,228,1502,12.060301507537687,30.15075376884422,89.44723618090453,92.96482412060301,25.125628140703515,92.96482412060301,80.15075376884423,85.42713567839196,41.70854271356784,10.050251256281408,0.5025125628140703,5.025125628140704,91.95979899497488
1297,Left Wing,15818,Gervais Lombe Yao Kouassi,AS Roma,229,1215,71.60804020100502,77.88944723618091,14.07035175879397,23.366834170854272,12.814070351758794,6.532663316582915,1.507537688442211,26.13065326633166,60.80402010050251,93.71859296482413,88.69346733668341,55.778894472361806,21.35678391959799
1330,Right Midfield,23470,Luca Paganini,Frosinone,291,1960,15.07537688442211,58.291457286432156,28.894472361809044,17.08542713567839,56.28140703517588,98.99497487437185,88.69346733668341,35.92964824120603,8.542713567839195,24.371859296482413,46.733668341708544,30.65326633165829,15.577889447236181
1345,Right Wing,26442,Boško Janković,Hellas Verona,226,1033,4.0201005025125625,61.55778894472361,43.21608040201005,1.0050251256281406,1.0050251256281406,14.572864321608039,0.7537688442211055,5.025125628140704,2.0100502512562812,20.603015075376884,30.90452261306533,33.165829145728644,1.0050251256281406
1350,Left Wing,27110,Antonio Floro Flores,Chievo,231,1488,62.311557788944725,71.10552763819096,1.0050251256281406,29.64824120603015,8.291457286432161,19.09547738693467,89.9497487437186,46.231155778894475,17.08542713567839,68.34170854271356,51.75879396984925,18.84422110552764,26.884422110552762
1351,Right Wing,27595,Carlos Mario Carbonero Mancilla,Sampdoria,234,1026,42.96482412060301,66.33165829145729,32.914572864321606,29.64824120603015,89.44723618090453,97.48743718592965,69.09547738693468,66.08040201005025,34.42211055276382,3.2663316582914574,14.824120603015075,14.572864321608039,33.41708542713568
1392,Right Wing,34565,Anthony Mounier,Bologna,240,2253,32.663316582914575,16.582914572864322,21.608040201005025,41.45728643216081,9.798994974874372,80.40201005025126,45.47738693467337,26.13065326633166,24.623115577889447,45.7286432160804,63.5678391959799,40.7035175879397,39.19597989949749
1450,Left Wing,386651,Juan Ignacio Gómez Taleb,Hellas Verona,226,1777,17.587939698492463,93.21608040201005,10.050251256281408,41.45728643216081,28.14070351758794,61.80904522613066,87.93969849246231,5.025125628140704,2.763819095477387,10.050251256281408,9.547738693467336,5.527638190954774,29.145728643216078
1458,Right Midfield,387472,Lorenzo Pasciuti,Carpi,1683,1787,8.040201005025125,83.16582914572864,77.88944723618091,51.507537688442206,86.68341708542714,51.507537688442206,7.537688442211055,57.78894472361809,11.055276381909549,28.894472361809044,78.89447236180904,76.88442211055276,53.266331658291456
1470,Right Wing,3053,Leroy Sané,Schalke 04,181,2118,95.22613065326632,45.7286432160804,40.45226130653266,24.623115577889447,91.4572864321608,91.4572864321608,57.286432160804026,88.44221105527639,75.37688442211056,84.67336683417085,72.36180904522614,56.28140703517588,33.41708542713568
1477,Right Wing,3275,Henrikh Mkhitaryan,Borussia Dortmund,180,2585,85.42713567839196,60.80402010050251,73.86934673366834,91.70854271356784,79.14572864321609,79.39698492462311,77.38693467336684,97.98994974874373,64.82412060301507,90.20100502512562,57.03517587939698,30.15075376884422,95.97989949748744
1478,Left Wing,3499,Jean-Eric Maxim Choupo-Moting,Schalke 04,181,1940,96.73366834170855,90.45226130653266,83.91959798994975,63.31658291457286,66.08040201005025,34.67336683417086,70.35175879396985,35.92964824120603,67.33668341708542,77.38693467336684,84.42211055276381,50.753768844221106,64.07035175879398
1499,Left Wing,5481,Mathew Leckie,Ingolstadt,189,2598,75.12562814070351,47.98994974874372,16.331658291457288,31.4070351758794,90.45226130653266,73.36683417085426,64.82412060301507,5.025125628140704,39.19597989949749,28.894472361809044,19.34673366834171,45.7286432160804,23.869346733668344
1507,Left Midfield,5555,Julian Brandt,Bayer Leverkusen,904,1680,43.969849246231156,38.94472361809046,52.51256281407035,72.36180904522614,52.26130653266332,66.33165829145729,27.889447236180903,60.80402010050251,59.2964824120603,96.73366834170855,98.99497487437185,49.246231155778894,70.85427135678391
1509,Left Wing,5559,Marco Reus,Borussia Dortmund,180,2205,32.1608040201005,28.14070351758794,50.502512562814076,78.64321608040201,3.5175879396984926,30.65326633165829,36.4321608040201,46.231155778894475,16.08040201005025,96.73366834170855,76.13065326633166,15.07537688442211,76.38190954773869
1516,Left Midfield,5591,Filip Kostić,VfB Stuttgart,174,2764,47.98994974874372,68.5929648241206,96.4824120603015,95.47738693467338,70.35175879396985,57.78894472361809,41.45728643216081,60.80402010050251,85.92964824120602,48.743718592964825,46.733668341708544,99.49748743718592,93.21608040201005
1520,Right Midfield,5632,Thorgan Hazard,Borussia Mönchengladbach,185,1748,65.07537688442211,93.21608040201005,15.07537688442211,73.86934673366834,20.85427135678392,96.98492462311557,37.93969849246231,57.78894472361809,50.753768844221106,59.54773869346733,3.5175879396984926,71.35678391959799,74.37185929648241
1528,Right Wing,5697,Genki Haraguchi,Hertha Berlin,173,2584,62.8140703517588,80.65326633165829,68.84422110552764,18.592964824120603,28.643216080402013,75.87939698492463,36.4321608040201,39.949748743718594,46.733668341708544,13.5678391959799,30.90452261306533,74.37185929648241,18.84422110552764
1530,Left Midfield,5837,Douglas Costa de Souza,Bayern Munich,169,2101,84.17085427135679,41.70854271356784,97.48743718592965,70.85427135678391,41.70854271356784,16.08040201005025,17.08542713567839,95.7286432160804,96.4824120603015,52.26130653266332,63.5678391959799,71.85929648241206,78.39195979899498
1543,Left Wing,6925,Jairo Samperio Bustara,FSV Mainz 05,177,2408,48.99497487437186,11.055276381909549,7.035175879396985,21.105527638190953,68.34170854271356,68.84422110552764,65.32663316582915,54.52261306532663,40.45226130653266,75.37688442211056,86.4321608040201,80.40201005025126,23.869346733668344
1545,Left Midfield,7039,Hakan Çalhanoğlu,Bayer Leverkusen,904,2503,22.110552763819097,71.10552763819096,86.18090452261306,97.98994974874373,60.55276381909548,51.507537688442206,23.618090452261306,66.08040201005025,28.643216080402013,28.894472361809044,9.547738693467336,7.537688442211055,97.98994974874373
1555,Right Midfield,8213,Karim Bellarabi,Bayer Leverkusen,904,2883,79.64824120603015,48.743718592964825,23.869346733668344,29.64824120603015,73.36683417085426,74.37185929648241,67.33668341708542,93.71859296482413,69.34673366834171,55.27638190954774,51.75879396984925,91.95979899497488,47.48743718592965
1556,Left Wing,8215,Kevin Volland,Hoffenheim,175,2885,45.22613065326633,51.256281407035175,66.58291457286433,38.94472361809046,37.93969849246231,83.41708542713567,85.92964824120602,82.1608040201005,42.96482412060301,68.34170854271356,30.90452261306533,83.91959798994975,47.48743718592965
1558,Right Midfield,8218,Arjen Robben,Bayern Munich,169,1284,35.92964824120603,63.31658291457286,59.04522613065326,77.88944723618091,2.0100502512562812,1.507537688442211,15.577889447236181,26.13065326633166,81.90954773869346,78.89447236180904,1.7587939698492463,76.38190954773869,74.37185929648241
1559,Left Midfield,8219,Admir Mehmedi,Bayer Leverkusen,904,1300,76.38190954773869,98.99497487437185,76.38190954773869,84.42211055276381,72.36180904522614,83.91959798994975,40.45226130653266,93.71859296482413,47.23618090452261,37.437185929648244,42.211055276381906,39.698492462311556,86.68341708542714
1580,Right Wing,8302,Nicolai Müller,Hamburger SV,171,2507,24.623115577889447,38.94472361809046,26.884422110552762,12.814070351758794,30.402010050251256,89.9497487437186,31.155778894472363,66.08040201005025,15.07537688442211,83.66834170854271,90.95477386934674,83.41708542713567,17.33668341708543
1581,Left Wing,8303,Caiuby Francisco da Silva,Augsburg,172,2316,55.27638190954774,80.65326633165829,19.597989949748744,55.0251256281407,56.78391959798995,67.33668341708542,39.19597989949749,57.78894472361809,14.572864321608039,45.7286432160804,42.211055276381906,12.814070351758794,55.27638190954774
1586,Left Midfield,8311,Jonathan Schmid,Hoffenheim,175,1486,2.512562814070352,1.0050251256281406,15.07537688442211,65.57788944723619,18.84422110552764,42.211055276381906,39.19597989949749,5.025125628140704,8.040201005025125,68.34170854271356,81.90954773869346,58.040201005025125,57.03517587939698
1598,Right Wing,8387,Mark Uth,Hoffenheim,175,1484,16.582914572864322,13.06532663316583,5.025125628140704,20.603015075376884,3.015075376884422,95.47738693467338,32.914572864321606,20.100502512562816,4.522613065326634,96.73366834170855,94.72361809045226,4.522613065326634,18.84422110552764
1600,Right Midfield,8389,Fin Bartels,Werder Bremen,176,2048,52.76381909547738,38.94472361809046,26.884422110552762,26.38190954773869,75.87939698492463,64.321608040201,44.221105527638194,12.060301507537687,43.969849246231156,86.4321608040201,63.5678391959799,41.20603015075377,21.35678391959799
1620,Right Midfield,8521,Daniel Caligiuri,Wolfsburg,179,1847,85.92964824120602,25.125628140703515,68.84422110552764,53.015075376884425,89.9497487437186,82.41206030150754,85.92964824120602,86.68341708542714,89.44723618090453,24.371859296482413,26.13065326633166,67.8391959798995,61.55778894472361
1623,Right Midfield,8541,Kenan Karaman,Hannover 96,178,1755,37.185929648241206,53.517587939698494,28.894472361809044,12.814070351758794,84.67336683417085,56.28140703517588,61.80904522613066,39.949748743718594,34.42211055276382,45.7286432160804,14.824120603015075,68.84422110552764,13.316582914572864
1632,Right Midfield,8554,Levin Mete Öztunali,Werder Bremen,176,1569,70.85427135678391,36.18090452261307,73.86934673366834,21.85929648241206,59.54773869346733,48.743718592964825,26.13065326633166,66.08040201005025,56.28140703517588,10.050251256281408,30.90452261306533,97.98994974874373,25.125628140703515
1633,Right Wing,8555,Pablo Ezequiel De Blasis,FSV Mainz 05,177,1660,41.20603015075377,47.23618090452261,45.47738693467337,26.38190954773869,23.618090452261306,91.95979899497488,52.76381909547738,82.1608040201005,19.597989949748744,62.8140703517588,51.75879396984925,69.84924623115577,30.90452261306533
1643,Right Wing,8574,Alexander Esswein,Augsburg,172,2036,34.92462311557789,46.231155778894475,72.8643216080402,55.0251256281407,11.306532663316583,59.798994974874375,45.47738693467337,12.060301507537687,22.110552763819097,37.437185929648244,63.5678391959799,39.19597989949749,48.743718592964825
1644,Left Wing,8575,Salomon Armand Magloire Kalou,Hertha Berlin,173,2774,37.68844221105528,54.773869346733676,7.035175879396985,6.281407035175879,6.78391959798995,17.08542713567839,31.155778894472363,20.100502512562816,33.165829145728644,94.72361809045226,94.72361809045226,63.31658291457286,5.025125628140704
1671,Right Midfield,8822,Simon Zoller,FC Köln,186,1301,2.0100502512562812,6.030150753768844,19.597989949748744,4.0201005025125625,4.522613065326634,49.246231155778894,8.542713567839195,20.100502512562816,2.763819095477387,91.20603015075378,95.7286432160804,40.20100502512563,3.5175879396984926
1675,Left Midfield,8826,Leonardo Bittencourt,FC Köln,186,2505,20.85427135678392,38.94472361809046,32.914572864321606,31.4070351758794,5.025125628140704,97.98994974874373,84.42211055276381,54.52261306532663,35.175879396984925,28.894472361809044,19.34673366834171,56.78391959798995,33.41708542713568
1695,Right Wing,9098,Christian Clemens,FSV Mainz 05,177,1848,12.562814070351758,25.879396984924625,52.51256281407035,59.04522613065326,29.145728643216078,90.95477386934674,12.562814070351758,35.92964824120603,10.552763819095476,68.34170854271356,72.36180904522614,70.35175879396985,58.040201005025125
1715,Right Midfield,9401,Marcel Heller,Darmstadt 98,872,3061,13.06532663316583,50.753768844221106,75.62814070351759,6.281407035175879,59.54773869346733,67.8391959798995,32.1608040201005,54.52261306532663,19.09547738693467,52.26130653266332,72.36180904522614,98.99497487437185,11.557788944723619
1725,Left Wing,9721,Valentin Stocker,Hertha Berlin,173,929,11.055276381909549,13.06532663316583,25.376884422110553,15.829145728643216,18.090452261306535,99.49748743718592,6.532663316582915,5.025125628140704,6.030150753768844,24.371859296482413,30.90452261306533,94.47236180904522,9.547738693467336
1729,Left Wing,10281,André Schürrle,Wolfsburg,179,1946,46.733668341708544,20.85427135678392,36.93467336683417,19.849246231155778,32.1608040201005,40.7035175879397,34.92462311557789,50.502512562814076,48.743718592964825,91.20603015075378,86.4321608040201,44.221105527638194,22.613065326633166
1741,Left Midfield,11134,Konstantin Rausch,Darmstadt 98,872,2503,1.0050251256281406,0.5025125628140703,60.55276381909548,41.45728643216081,24.371859296482413,25.125628140703515,15.07537688442211,66.08040201005025,1.0050251256281406,17.33668341708543,51.75879396984925,24.623115577889447,46.482412060301506
1744,Left Midfield,11283,Fabian Johnson,Borussia Mönchengladbach,185,2305,7.035175879396985,20.85427135678392,12.562814070351758,32.663316582914575,16.582914572864322,12.814070351758794,13.819095477386934,42.71356783919598,16.582914572864322,65.07537688442211,84.42211055276381,51.256281407035175,30.90452261306533
1745,Right Midfield,11285,Ibrahima Traoré,Borussia Mönchengladbach,185,1566,94.47236180904522,89.9497487437186,80.15075376884423,86.4321608040201,54.2713567839196,77.38693467336684,78.64321608040201,15.07537688442211,64.321608040201,52.26130653266332,42.211055276381906,19.597989949748744,81.15577889447236
1803,Right Midfield,21156,Stefan Aigner,Eintracht Frankfurt,184,2501,5.778894472361809,4.773869346733668,50.502512562814076,6.281407035175879,8.291457286432161,54.773869346733676,62.562814070351756,54.52261306532663,7.035175879396985,28.894472361809044,14.824120603015075,53.768844221105525,11.557788944723619
1824,Left Wing,24740,Ivo Iličević,Hamburger SV,171,2235,57.286432160804026,89.44723618090453,17.587939698492463,35.175879396984925,60.55276381909548,78.39195979899498,59.04522613065326,31.155778894472363,39.698492462311556,48.743718592964825,37.185929648241206,18.090452261306535,29.64824120603015
1858,Right Wing,40464,Moritz Hartmann,Ingolstadt,189,2217,3.5175879396984926,20.100502512562816,9.045226130653267,15.829145728643216,7.537688442211055,50.753768844221106,44.221105527638194,12.060301507537687,0.5025125628140703,96.73366834170855,63.5678391959799,3.5175879396984926,12.562814070351758
1878,Right Wing,400613,Leon Andreasen,Hannover 96,178,1207,0.5025125628140703,38.94472361809046,7.035175879396985,24.623115577889447,14.07035175879397,45.22613065326633,10.301507537688442,26.13065326633166,4.0201005025125625,41.45728643216081,37.185929648241206,48.24120603015075,21.35678391959799
1887,Left Wing,5687,Takashi Inui,Eibar,322,1677,43.969849246231156,85.42713567839196,71.60804020100502,38.19095477386934,9.045226130653267,57.286432160804026,21.85929648241206,60.80402010050251,33.66834170854271,48.743718592964825,51.75879396984925,66.33165829145729,41.70854271356784
1893,Right Midfield,26211,Joan Verdú Fernández,Levante UD,221,934,31.65829145728643,96.98492462311557,50.502512562814076,75.37688442211056,81.4070351758794,24.120603015075375,29.64824120603015,35.92964824120603,30.15075376884422,24.371859296482413,57.03517587939698,21.608040201005025,72.11055276381909
1895,Right Wing,3083,Heung-Min Son,Tottenham Hotspur,38,1226,56.53266331658291,35.427135678391956,1.507537688442211,50.753768844221106,35.678391959798994,84.92462311557789,16.582914572864322,26.13065326633166,29.64824120603015,80.40201005025126,51.75879396984925,20.603015075376884,48.743718592964825
1901,Left Wing,5474,Ivan Perišić,Inter Milan,238,2435,26.13065326633166,49.74874371859296,57.286432160804026,15.829145728643216,18.84422110552764,54.020100502512555,2.512562814070352,84.17085427135679,65.32663316582915,72.61306532663316,26.13065326633166,86.4321608040201,23.115577889447238
